,Okrug,Division,DivLatitude,DivLongitude,VenueId,VenueName,VenueLatitude,VenueLongitude,VenueCategory
384,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,53a1d0a8498e0e4d93de5b76,Хмель & эль,55.76496869490387,37.598074002079876,Bar
385,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5adc8a6ddee7701e6bd89ba4,Shiba,55.76353687402814,37.59707798051571,Japanese Restaurant
386,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5931ac010336931d71c26587,Butler,55.76621305037714,37.59585898847362,Restaurant
387,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,4f589a66e4b09521df95711b,ДМТЮА / Детский музыкальный театр юного актера,55.768188399492296,37.60652989805332,Theater
388,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5a4677fb2619ee7032de43cd,Практика,55.76769469065272,37.60604355253597,Wine Bar
389,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,597cd6adbb8d362cf81b8acf,Рыбторг,55.76485513054278,37.597702573283904,Fish Market
390,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5ae70fdaf870fd002c98617d,Человек и пароход,55.769986110738316,37.59567654989857,Coffee Shop
391,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,570a73bf498ee10e82ba339f,Клаустрофобия,55.766589308593055,37.60732024541168,Arcade
392,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,581113bb38fa9bcaf87e53fb,Greengo,55.7636700707306,37.597347575989325,Juice Bar
393,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,549de4ed498e8fb5858e37da,Музей М. А. Булгакова «Нехорошая квартира»,55.767059112967374,37.593600899863205,History Museum
394,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,4bc5e0fc41cb76b077ef3e6f,Turandot (Турандот),55.76327110015803,37.604979537324894,Asian Restaurant
395,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5e5fc1c015b7680008ecbb7e,Sous Sol,55.764997,37.594713,Gastropub
396,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,4c1b8acc63750f473a00b567,Московский драматический театр им. А. С. Пушкина,55.76232370753583,37.60124599406551,Theater
397,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,592860545455b230d3a16488,H&M,55.76467982646451,37.60610920668114,Clothing Store
398,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,558bd594498e3a0c9bb6a6f2,StandArt,55.7650026522335,37.606909275054925,Hotel
399,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,555d8787498e3f77db3a8589,Кафе «Чайковский»,55.76917762392591,37.595890302686406,Café
400,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,549f165e498ef56f91eb8285,Pinch,55.76338074807959,37.597097754478455,Modern European Restaurant
401,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5829fae7d02c0642977f3039,Cross Keys Pub,55.76719358111622,37.60635926651574,Pub
402,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,586ba2010b7e937108551ea4,Burger Heroes,55.76610296596211,37.60788023471832,Burger Joint
403,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,50769619e4b0de8c8aec3fa0,Посольство красоты,55.76313923992714,37.60415870058295,Salon / Barbershop
404,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,4c3638e03849c92817a9bbb1,Aquarium Garden (Сад Аквариум),55.76812598269469,37.594594850923144,Park
405,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,536fc58e498e53e8ac13986c,T&W Coffee,55.76423306490755,37.60550916194915,Coffee Shop
406,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,50ddff29e4b070c01f06dbdd,Receptor (Рецептор),55.763070235806524,37.59704156872024,Café
407,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,4bbb500098c7ef3b92f73302,Confectionary (Cafe Pushkin) (Кондитерская «Кафе ПушкинЪ»),55.76350011758343,37.6044685495708,Dessert Shop
408,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,543e713e498eeba07a38eef4,ARTSTORY,55.76978403328311,37.60350286960602,Art Gallery
409,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5cacce857564f7002cd7b1f8,Циники,55.762581,37.599607,Coffee Shop
410,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,544a0ba1498e2c55cbf9daf1,Fahrenheit (Фаренгейт),55.76311066809565,37.60407766792385,Restaurant
411,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,54b24ad1498e73880a1fa8cf,Take and Wake,55.764183,37.605568,Food & Drink Shop
412,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,4c696bdbd0bdc9b6c0dda50b,7 красок,55.76566788841717,37.60778884467302,Spa
413,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,50b0d9f9e4b0a74d35306d8f,Детский городок,55.76313379654725,37.60338970092492,Playground
414,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5537d1cc498e8723651e7a57,Klybnika,55.76825792023162,37.60738060851238,Hookah Bar
415,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5e709d849234570008721786,Вермутерия,55.763544,37.597843,Restaurant
416,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5b373695bfc6d0002c9735ab,MMOMA Cafe,55.765464,37.592312,Café
417,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,58a877d3964d78437a588bb6,Progress (Прогресс),55.77098934672632,37.59995952548469,Coffee Shop
418,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,4c226462fbe5c9b632d19921,De Marco (Де Марко),55.77031511808104,37.59808884741583,Italian Restaurant
419,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,59e77bec8fb09e268cc6c24b,Московский театр мюзикла,55.7661244571289,37.6076374861634,Theater
420,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5650271c498eb5b68d4d18ba,YURA,55.76511224651764,37.60655125353019,Modern European Restaurant
421,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5286325b11d2d71e1e753b07,Счастье,55.76740364820015,37.607794404029846,Restaurant
422,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,4fd87cc9e4b067696aa16f90,Чайхона № 1,55.7659556849114,37.607062793953475,Middle Eastern Restaurant
423,Central Administrative Okrug,Tverskoy,55.766666666666666,37.6,5b4f7334c9a517002cc31bba,Varenichnaya,55.764063,37.606423,Varenyky restaurant
424,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5b7e95f3f05ca8003aca92b7,Игровая площадка «Салют»,55.730007,37.606373,Playground
425,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,55239a64498e38c39d94909c,Смотровая площадка ЦПКиО им. Горького,55.731432823983134,37.60327921272082,Scenic Lookout
426,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,4e36f254d22d86185a7b93da,Танцующий фонтан,55.72951945538757,37.60127127170563,Fountain
427,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,53709dd7498e82d6f248e748,Пляж,55.729948393242985,37.60466158390045,Beach
428,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,4d736d3fec075481001a97bf,Красный карандаш,55.73429615665738,37.60558515721338,Arts & Crafts Store
429,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,522c742a11d254c0a2f97479,Красный Карандаш в Художественном Лицее,55.73192687922927,37.60764896351936,Arts & Crafts Store
430,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5ad21aa9535d6f5714b5f5a4,Bổ,55.73024385648746,37.598313243975255,Vietnamese Restaurant
431,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5f24642ed0112a7dc91a5be3,Сыроварня,55.731216,37.605206,Restaurant
432,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,4c8cae32f128199ca12631b1,New Tretyakov (Новая Третьяковка),55.734949498023745,37.6060910922904,Art Gallery
433,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,524808dd498eea113f8811e9,Фонтан на Крымской набережной,55.7352540662108,37.604181115011166,Fountain
434,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,503f49a1e4b000bf50a7f848,Книжный магазин музея «Гараж»,55.72794015928782,37.60158888339072,Bookstore
435,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5cd5a82e8a6f17002c27a5fa,Surf Coffee X Most,55.733143,37.601925,Coffee Shop
436,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5cc469f101bc5a002cca41f7,Coffee First,55.731358,37.608643,Coffee Shop
437,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,4fef0f1ce4b078413ab29303,Автобус «Бампер»,55.73388617058103,37.60494153415541,Bookstore
438,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,4d624fdb29105941fffc0847,Garage Museum of Contemporary Art (Музей современного искусства «Гараж»),55.72774207017604,37.60160618970004,Art Museum
439,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,4f9fb685e4b0d0d5477ee72a,Мороженое,55.729465317946044,37.60073682822014,Ice Cream Shop
440,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,554f9ebc498e2dcf9022dbf0,Brothers_boxing_club,55.732247120837194,37.607152510029735,Boxing Gym
441,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5a104bf828374e7e79150a9e,Лекторий музея «Гараж»,55.72775878754035,37.60150434860412,Art Museum
442,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,573b343d498eac740f59d4a5,Love Forever,55.73230170793857,37.61138737524718,Bridal Shop
443,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5001cedae4b05e79b0bfb572,Garage Café (Кафе «Гараж»),55.727830733728105,37.601811122480555,Café
444,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5082ba6de4b013424915883f,Чайная высота,55.729252193495626,37.59752692218908,Tea Room
445,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,4fbbbd82e4b07984a8c3b135,Волейбольная площадка,55.72902641646321,37.5987446308136,Volleyball Court
446,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,50127fd3e4b088cc6b8cf05c,Пуэропорт,55.729248289425385,37.59746309940082,Tea Room
447,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,59e5f4eab6b04b33c2dcf8bc,Флориста-бариста,55.731073919193726,37.609396962442524,Coffee Shop
448,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,4e212c10091a49c13e11f6b3,Вернисаж на Крымском валу,55.735328195298706,37.60422279961136,Art Gallery
449,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5bff7a3c28374e002c8b41a4,Пан Запекан,55.73106,37.611687,Deli / Bodega
450,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,504f59dce4b0eb5d2017e295,Баскетбольная площадка,55.72907765289257,37.59837137045288,Basketball Court
451,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5af2fa4ab9ac38002c2bb508,My Gelato,55.735748,37.605042,Gelato Shop
452,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,57d18135498e691ec4937c22,Cezve Coffee,55.73413331199355,37.6054778370064,Coffee Shop
453,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,590b2d9e4f0e587ede97992e,Druzhbatut (Дружбатут),55.734978148974356,37.603383499750485,Coffee Shop
454,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,4fc78ad2e4b045e8f3ad89c6,Павильон «Школа»,55.733383753214376,37.60617248026078,Art Gallery
455,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5cc1937f471d6e002cde1937,Хлеб насущный (Хлеб Насущный),55.735118,37.605096,Bakery
456,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,55579000498eb932fcf9a7f8,Волконский,55.73466875823775,37.60596513748169,Bakery
457,Central Administrative Okrug,Yakimanka,55.731388888888894,37.60388888888889,5cc094b6bd4009002ca932f7,Shawarma House,55.734543,37.60225,Shawarma Place
458,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4beee1dcd355a593e87e0b60,Tretyakov Gallery (Третьяковская галерея),55.74100604127054,37.62109530201414,Art Museum
459,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,578cb069498e8877303becd7,Издательский дом «Самокат»,55.738187972385504,37.6261958096298,Bookstore
460,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,57fbddfe498e09f472bd2f2b,Республика,55.740933533427594,37.62506902959681,Bookstore
461,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,546c9aca498e4176e6ffec7b,Royal Studio,55.73730735333401,37.625519647912206,Photography Studio
462,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4f3f9e4ee4b09425fd1eaa09,Инженерный корпус,55.74093605335345,37.62101769447327,Art Gallery
463,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,57dd7ca6498e30681531151a,Natura Siberica,55.74068856261745,37.6285020211832,Cosmetics Shop
464,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4e4ceda322717c65aca1f967,Эссе,55.74116344569605,37.62876962575459,Jazz Club
465,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4c9dbabbd3c2b60caa2ac4bc,Дом мёда,55.73948240542789,37.63025296814497,Candy Store
466,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4c5040b41886c9b634d56128,Фонтан «Вдохновение»,55.74067670555806,37.6223353218021,Fountain
467,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,55e865b2498eefc68e66cbf4,Burger Heroes,55.741599,37.625366,Burger Joint
468,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5d5d7b6b8f72b70008fa8273,ABC Coffee Roasters,55.741158,37.62294,Coffee Shop
469,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,53e11117498ed3c8aa6ff0c5,АВ Daily,55.7406935984817,37.629912042571824,Convenience Store
470,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4fb27d19e4b03ad0ee086215,Школа танцев Afro Fusion,55.73699397683416,37.62556667449693,Dance Studio
471,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,53bfefb7498e95ba027e921d,Red-Blue World store,55.73847097195506,37.62888308838947,Board Shop
472,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5198954d498e19a0c9a93b2a,Площадь у м. Третьяковская,55.74077831207907,37.625633258943544,Plaza
473,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5223495811d2264c229f6bf6,Plastilin,55.74262951326696,37.62746137470777,Dance Studio
474,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,59b2e0f4588e364f7ea4728b,Кинозал Третьяковской галереи,55.74099422477861,37.621110484796276,Indie Movie Theater
475,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4f72e224e4b06e8c1d91267c,Дом фиалки,55.74170550181655,37.62779103184007,Flower Shop
476,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4e21de79ae6015b212aa8212,Лаврушинский переулок,55.74211922373649,37.620883920870696,Road
477,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,510a8868e4b09ee05fddb543,Marukame (Марукамэ),55.74081951845092,37.62950956407045,Udon Restaurant
478,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5d4581207928f300084ff5c0,Кабинет психолога,55.740259,37.628109,Bar
479,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4e1ec9591f6ee97064767481,Дом-музей А. Н. Островского,55.738868710265464,37.62624389444288,Museum
480,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4ec89d980aaf9c3ccdbf0d99,Bright Family,55.739975870529356,37.6185254997646,Pool
481,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5bd3444cc824ae002c19d506,Бар «Комета»,55.742525,37.629677,Bar
482,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4ff99038e4b05ae5250a5747,Циолковский,55.74289286816039,37.63004047871076,Bookstore
483,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4fb3ee12e4b0d0b77c3020d7,Климентовский переулок,55.740882923318146,37.626585960388184,Road
484,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4eedffb1b634f75443e0fd8a,Центральная площадь Замоскворечья,55.74250538866743,37.62887825047006,Plaza
485,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4f6b4eb4e4b09b90aa519ba2,Мегафон,55.740986908803414,37.62857333624551,Mobile Phone Shop
486,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4cea5aa48ef78cfa3923a69b,Babor Institute,55.73961774744023,37.61897143064852,Cosmetics Shop
487,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,567ec96b498ec26fa3cecae7,Parka,55.74145333605335,37.628353536129,Beer Bar
488,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5b617d88b23dfa002cb1dfcc,Ванильное небо,55.740644,37.622526,Café
489,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4f37ad92e4b0d26ba13f9022,Beauty philosophy,55.740564838667304,37.61968529988165,Salon / Barbershop
490,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4dbc11481e72b351caa8356d,Фонтан-памятник «Адам и Ева под Райским деревом»,55.74233969841816,37.62911483885935,Fountain
491,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,53ac186e498e31ac08796d45,Вай мэ!,55.74262,37.629843,Caucasian Restaurant
492,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4e4bc68b1f6e2a789a8b81c6,Yoga-mind,55.73930997659801,37.63174789048342,Yoga Studio
493,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5c1e4301ad17890039e45a1c,Ottoman,55.741274,37.628651,Turkish Restaurant
494,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4d73a856ec07548131bc99bf,Кафе-студия «Сок»,55.74145971200895,37.621127942757724,Vegetarian / Vegan Restaurant
495,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5572a052498e8f2081d58e18,Чук и Гик,55.7411181890166,37.63047155270579,Comic Shop
496,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5f5687dc8400f52fd5e341a0,Моряк И Чайка,55.74148,37.628685,Seafood Restaurant
497,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4ceccf2b3b03f04d7dce30dc,Моне,55.73830200358311,37.63036573168934,Salon / Barbershop
498,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4bc34ba0abf49521ef86c393,Фотопроект,55.74174361889089,37.62529871829041,Photography Lab
499,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,54424ace498eb090914d02e0,Charity Shop,55.74044524540093,37.630126281783014,Thrift / Vintage Store
500,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,51ab1927498ea2ceb0bdc184,Простые вещи,55.74116754516282,37.62954601477628,Wine Bar
501,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,537f6d32498eb7855e7d86ec,Квартира 44,55.735504985775066,37.625521177273264,Eastern European Restaurant
502,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,55a7c67f498e8591c5aef5aa,Prime,55.74093009844021,37.62934090256867,Sandwich Place
503,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5a6893882105c3555b8339d4,Top Stretching,55.743730415133854,37.628266224818006,Gym / Fitness Center
504,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5df77d950591d1000794abb8,Starbucks,55.741,37.622929,Coffee Shop
505,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4b939de9f964a520684a34e3,Correa's,55.73637524334971,37.62275010469875,Restaurant
506,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,56fb7c31498eae398201b1c2,Вини & Панини,55.74081197900804,37.62250430838593,Coffee Shop
507,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,57e3988e498e8acb80389a2e,АВ Daily,55.743778389388076,37.628207621825574,Convenience Store
508,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4f50ae80e4b0ed1d42a009a9,Назаров,55.743747408676455,37.624948579499815,Electronics Store
509,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,56795c4b498e453783b700a6,babylon,55.741724779650625,37.625301020383574,Vape Store
510,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,54224c7d498e98642ecb0a63,Шоколадница,55.737246101059995,37.61891070957627,Coffee Shop
511,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4bd840f2f645c9b60073a7e0,Аштанга-йога центр,55.73898078908272,37.63243666730194,Yoga Studio
512,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4ebfb4ca722e0f78ddb5c940,Толстовский центр,55.74326769995577,37.62812578055717,Museum
513,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5bc5d031b9b37b002c4325c6,Правда Кофе,55.7397,37.63298,Coffee Shop
514,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,588c9c260393cc517ef2f563,Black Harp Pub,55.74300648820043,37.62766376490353,Pub
515,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,50c2111ce4b0995c56996b09,Crazy Salsa Lovers,55.73587531514953,37.62581037641379,Salsa Club
516,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5c1f728a7c891c002d1900c4,Lamm’s,55.73738302657716,37.631136322114386,Cupcake Shop
517,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,50d6c958e4b0dbf3092b5489,Beguma Beauty,55.737427475732616,37.629191502089206,Spa
518,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5401feae498e13815e19e5dd,Lion's Lair Club,55.738229915614305,37.631421983242035,Hookah Bar
519,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5249f0768bbd1746b0a73c61,Spicy Salsa,55.739354,37.621772,Salsa Club
520,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,58b9f51b91936a61c94636b1,Sweet Smoke,55.73769536633648,37.628702223300934,Hookah Bar
521,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4e8ff6850aafb4070bbfe293,Школа креатива,55.73597755145817,37.62578872313929,Event Space
522,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4fc100e6e4b08acaf4778608,Кадашёвская слобода,55.742858569361346,37.62180542873635,Historic Site
523,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4bc9c94f68f976b0d3d15d83,Музей советских игровых автоматов,55.73587955956417,37.62587309643197,Museum
524,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4d5428bc2f638cfa88396b6a,Дом Танца BossaNova,55.73808715229944,37.63227430122699,Dance Studio
525,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,57b81cd6498edaf103c29f54,Rombus,55.74379353339018,37.62508434301043,Restaurant
526,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,514d7bc0e4b00a7e4d7f0e91,Айенгара,55.737529696492146,37.62991311399195,Yoga Studio
527,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,551e7040498e69affa9352db,Бакинский Очаг,55.743844957340194,37.62497009114032,Restaurant
528,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,544662b0498eaa38757bd7a8,Гастронавт,55.73645205682634,37.621934865039805,Café
529,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4c051879f56c2d7f6d1a1f66,Путь йоги,55.73747020498022,37.629089481754946,Yoga Studio
530,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,55957eee498e7b1bbd49f436,PRIME,55.74379412430588,37.6278323770925,Café
531,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4cc2f99942d1b60ca7f21313,Айседора,55.7370670539076,37.628784675800695,Fabric Shop
532,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,548f205e498e486d0d13e4c5,"Кафе ""Николас""",55.73777596734456,37.61883936089453,Russian Restaurant
533,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,5c405d4275eee4002c5372ff,Drinks @ Dinners,55.736958,37.627854,Restaurant
534,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4d7a9705fed6a0930a23a556,Полиграфия.ру,55.73662030193634,37.622241303346634,Print Shop
535,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4f12aec4e4b0253d4e02d18f,Трио Интерьер,55.73805146933608,37.62826876806225,Furniture / Home Store
536,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4f5f5e56e4b03d72029b7cac,Галерея Глаз,55.73591944304593,37.62583697797134,Art Gallery
537,Central Administrative Okrug,Zamoskvorechye,55.73972222222222,37.625,4cadf554628cb1f71e1c3015,Fotohaus,55.735727555628316,37.62587215684607,Arts & Crafts Store
538,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,5c4f44511c0b3400396699a5,Multifunctional VTB Arena (Универсальная ВТБ Арена),55.79077476792376,37.55895137786865,Hockey Arena
539,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,4bd704c729eb9c74edfb95e1,Petrovsky Park (Петровский парк),55.79269,37.557134,Park
540,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,5c0beb5bb9ac38002c0c1933,ТЦ «Арена плаза»,55.79235895798687,37.561712631227394,Shopping Mall
541,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,4e020b4c81dc2a8fe7304ba9,Central Stadium Dynamo named after Lev Yashin (Центральный стадион «Динамо» им. Л. Яшина),55.79155287900315,37.56051778793335,Soccer Stadium
542,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,51d2d70f498e651639ecd7d8,Каудаль,55.79199522241119,37.56472585623386,Wine Shop
543,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,59b956082e2680198f0b3fa8,ВкусВилл,55.795637842702284,37.56038676552498,Health Food Store
544,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,5d31f9733fa42a00083bc06d,Starbucks,55.79058,37.557958,Coffee Shop
545,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,59c66a560e5da841d615dd6d,AL33 Pizzeria Bar & Bottega,55.787503020850416,37.55993216028076,Pizza Place
546,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,4f60368de4b0dabd4717e110,Petroff Palace Hotel,55.79316846928699,37.55312182972078,Hotel
547,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,54843657498eb26750587cf2,Best quest,55.79417043780136,37.564494342168224,Theme Park Ride / Attraction
548,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,4f7ebd1ce4b0b589044a3436,Спортивный парк «Динамо»,55.78851119087839,37.5604649125144,Park
549,Northern Administrative Okrug,Aeroport,55.79138888888889,37.559444444444445,5067161be4b0600e1733064a,Школа Семи Гномов,55.788568824527474,37.55807484645383,Toy / Game Store
